loan_title,user_id,org_id,loan_package_id,package_name,brower_credit_score,amount,currency,status,amount_payable,principal_due,balance,penalty_due,charge_per_installment,no_of_installment,next_payment_date,payback_date,interest
JUMSCBTRXVAPDOHWELKZ,488,1147,179,DNUEHMZWOCGSKVTYBQIR,3884,34000,PIGLDRSYWXHNBEJKVFUC,1,4058,50000,284,5000,552,JQYRPMUHGIVSZKLBFCOA,22-October-2021,22-October-2021,1766
PURYBCVZGOHWNQEJXKFI,21,1532,139,SROYVJFMIKWCUQDAPLXN,3132,34000,PTCYXLWFKVJAUGNBMQSD,3,3597,50000,551,5000,434,QMBLHIVKRTDAGUEZOYPJ,22-October-2021,22-October-2021,1165
HJSZWEGQIVYRLDNOTKXA,624,548,113,JDLNIWRZTBFOGAXCPUKE,3722,34000,MTGJYIFHNPRWVCBZEDUO,0,3135,50000,215,5000,59,EUOCBADMSYFGWKIZLPVQ,22-October-2021,22-October-2021,1979
HJTEAWOXQUIRYKVFGLSZ,904,794,137,XSOQABGJELKWUFVIZPYM,1218,34000,JATMUXOBINQDPFGRWLYC,1,4108,50000,795,5000,492,AFYGDQWVXELIOSCPKBJN,22-October-2021,22-October-2021,1874
ZAJCNBQVTWFESMOHGYPD,659,702,169,KUHVJIGWLFPETSDAZMYR,3430,34000,WGVJMPRYISKLNTZBEUXF,4,2739,50000,662,5000,216,ESJUVQAFMHZTXIDGYLNO,22-October-2021,22-October-2021,1281
KAGFZMPVQCRJNWBLDHEY,765,821,145,KMPEDWYTXOQJCHGANRVU,2433,34000,NXHQFIJSBAMYUKDGEWTC,3,2348,50000,911,5000,194,NHLEIXYJKTSFQGWUZDBA,22-October-2021,22-October-2021,1950
ETVSMNXYPHBWKRFQAIZJ,19,1807,182,QGXORIYCMHAEZJBSUPVW,3926,34000,WFOSZCJDGBMYILQAERTN,1,4862,50000,7,5000,329,BTGRHOESWKDUVAPCFQJY,22-October-2021,22-October-2021,1436
SDPRQAOLZCKGTEHUIYFM,880,1145,140,YJBCNSFKORDWPGHEIAXZ,3884,34000,ORQJXWIGDMZBAKCLYNSH,4,4782,50000,737,5000,205,GXZHUKPCEQADSWOFVLYM,22-October-2021,22-October-2021,1576
NVABSWKTORPFYXLGZEUH,120,1788,184,XEZGLYCWPBVTJFUMRIQS,1523,34000,XOLUZYDWEJHBAKPQGTRS,0,4773,50000,901,5000,620,XOUTMZDWINLFPCHQRBKJ,22-October-2021,22-October-2021,1395
ZXKRIABPJVMSNWFEHLTG,379,1646,125,TZYFWBDMSGLPUQNCJAIX,1604,34000,FVESORDCIGKTZPBYLQUX,3,2536,50000,426,5000,923,XYHWETPSUQBALDIMZOJN,22-October-2021,22-October-2021,1798
HMJRZPFEUBGOKDSQYTWI,896,1135,162,ZBGCPHQKTSUFNMXVAIYL,3960,34000,AXYNUGHVMOKWJQLPTRCZ,3,2030,50000,39,5000,473,VQNZYKJDOTHSXAIFCBMR,22-October-2021,22-October-2021,1469
RWNDIUFAZLBJHQXCYSOT,666,646,131,ZGTDBIMVWAFHULQKYXRS,1876,34000,WYJLMTEHRIXKGCNAQPSZ,3,2694,50000,978,5000,347,LEJIPYKXUMTBRDONCWSG,22-October-2021,22-October-2021,1761
EWKIQXSGLRUHAZCYPFTN,502,1505,103,IVYEKPTCDSLWOMRBNFUG,3647,34000,HGPJISWNKRYEZQMFOULB,1,3957,50000,594,5000,903,BNGRETYVUIHQLMCDOKWX,22-October-2021,22-October-2021,1240
QRFWSXBLEUJCVTGAIKDN,931,825,175,YFMQUGVOREWZDXNCKJBP,1444,34000,KTEGQYPHDASWXLMIFCVR,3,3267,50000,317,5000,382,CUTYKIJABXHNVWQDPORM,22-October-2021,22-October-2021,1563
IRLNBAZYCQTEFGDKUXPJ,918,1353,195,NBEWSLRUOCYXKHDZTIFA,1486,34000,VWGYCKMPAHLRSFDIZUBO,1,2356,50000,700,5000,378,QSVWGYHFJTMAKDXOUBLP,22-October-2021,22-October-2021,1427
EVJHSPNLRFCZTUXQMIKY,528,1487,184,HMCKQZSXWJVGNOUFYBEL,3883,34000,ZVNSHUWCRKJTIOYAXGBF,2,2818,50000,377,5000,207,CNHKAOTVSJPBUDGWYFEI,22-October-2021,22-October-2021,1632
GPDVBZSAJCTNKMIWLOUY,917,1228,169,AROGDBJQYEISTNZULFVP,3654,34000,ZGWUEASPYFHCXMIKNLVJ,1,3625,50000,97,5000,947,RCJLGMWIZVAXNPUDYETK,22-October-2021,22-October-2021,1226
HEKRJFOCMSDIUZTBXGWL,972,1435,179,JXHSTAFCBPLKUZOIEDGV,2546,34000,PVESYODBGRIMFCUHQAXK,2,3166,50000,963,5000,537,POFTVBIYGLDEHAQKJWMC,22-October-2021,22-October-2021,1452
KAWUNOJERZLBTFYGHVDP,146,1061,105,JLFOXEGDPVABMTKZRUYN,3259,34000,JHTOSCZAXNUKPEBGRYQM,4,4587,50000,747,5000,409,LRKOZXYMDFUNWCJIAHEG,22-October-2021,22-October-2021,1575
GUASYBCTDZELMFQHVNKI,608,1857,180,RXBKDUHFNWSYTJVECMZQ,3866,34000,HMUFAKCQNXDSTZRLOYWV,3,3582,50000,405,5000,418,MTEKYFOXUIQVDCRZWLAH,22-October-2021,22-October-2021,1889
BXQOIESTGKLPWFJCZMVN,169,1367,126,QFAZDILSJMYBVPWHTNGC,1819,34000,TJOQNRPLUSEDWBXMAGCY,2,4370,50000,781,5000,780,NUKHMZJFWXYOBCVSGTEA,22-October-2021,22-October-2021,1216
GAHFYQUINMKODBLPZCVW,406,1838,154,EBFWHGXSKVDMUTOAZQJP,2231,34000,JYMRZOTFNVISQXGBDAHK,3,3481,50000,524,5000,823,EBAGHQPSWYZJROLCVTDI,22-October-2021,22-October-2021,1322
DFWIESQPUGZJYVAXHRLT,852,714,181,HSKOIFBNXYPJWEVCTAUL,2313,34000,NXMIKHDVFYSRJCBEUPTW,2,4825,50000,450,5000,111,DUYPOGERVZNSCHKBAQLX,22-October-2021,22-October-2021,1768
MXPJESUHNCBLVFITWDAK,418,1727,135,SNJKZWEOYTAXQCBIMPRH,2181,34000,CHYNDEZLWMSBVROATFGK,2,4757,50000,593,5000,886,RJZVXKLIYSPMQNGTFOHU,22-October-2021,22-October-2021,1298
RYKPNWZHJXTIEFGSUBDA,177,842,194,EGHNFSLIKUPWJQTBVDMA,3861,34000,KCSRHYMLENTUVWZBFPJX,2,3190,50000,701,5000,197,OAGJURYBKTMVZXLCQDHF,22-October-2021,22-October-2021,1351
YBURTJNISOPFCDKHEQMZ,975,1376,200,RDXWOKEUIBGFHTASVQCJ,2128,34000,RBUXJIHWFTZPGMOSQNVC,4,4308,50000,664,5000,807,TFNOUBPXGJHCKZWMYDQA,22-October-2021,22-October-2021,1047
VNUEJQCZTHMWYXOGFRBI,127,1114,112,NXUYILMAOKBCWTJHQDZF,1019,34000,WZNDYMSBPQCGVRLHAOEJ,0,4354,50000,873,5000,161,YBSVUEIZRPTFOAWQCHXK,22-October-2021,22-October-2021,1684
MFNIQWKPGRDXCVYLSBUH,481,1946,141,OECRPWMGDSAULHTQIBZF,3816,34000,QFXVZGTOCJPAUHNBKRSW,3,3176,50000,115,5000,951,WSKXVMNHYLBETRGFACQO,22-October-2021,22-October-2021,1817
MXZAJOUQNSDTWCEKVPYG,319,1353,190,ILXNDAEGWCHZPURBQOVF,2585,34000,NPKFWMZULDHCEBYSRXTO,1,4431,50000,653,5000,488,DAPBEVHUFZSTOMJYNWLI,22-October-2021,22-October-2021,1552
KZRQPHBMSTLDCVFJXYOA,929,1685,102,KDMHXUWIQLFOGZPECASV,2505,34000,RPBGCWEKFNDLIQOJHYMT,2,4402,50000,39,5000,228,XNHFLTRPSDWAKCJUBZQY,22-October-2021,22-October-2021,1667
LCGSRNYHPDZXJWEFQTAO,391,925,184,EWRXGAHFVUYPOIZTJSCB,2434,34000,SMUCXOQJWZLPGTVFHDBR,2,3509,50000,778,5000,372,XQLICYFHONPEAWKDUMJR,22-October-2021,22-October-2021,1095
VHMOEFICXYSDUGJAZWTQ,853,1290,111,PRJKLFZCMQUNOHEYAGVT,3814,34000,EOVAHDXYZGWCTPSUBNLM,2,3042,50000,936,5000,691,ZMFONBKJVEXTUDHCSYRG,22-October-2021,22-October-2021,1901
RBCNPXYJUTZQFGVIDSEO,239,1555,134,EYQIDKJZTMCGNOXAUFBW,2953,34000,PERYONHTFVIKUJQBLZXC,3,3069,50000,271,5000,314,ZRESWXOKNCYJUPMBQGFA,22-October-2021,22-October-2021,1022
ZMBEHYQPRJTIXLOCGWDS,121,638,100,LEIXWQOSFNDZGBTYUKPC,1214,34000,FAKURZOLTCVBEGDSPIYJ,1,2533,50000,648,5000,456,PHTOACIDZGMVKJWRLSBQ,22-October-2021,22-October-2021,1465
EIDHANZMRTOGFQUCPBSJ,810,1950,105,HPBGDUWTJAQSOMKFRYEL,1973,34000,GKRXOFWZQLESICHPTNDA,4,4514,50000,519,5000,287,YPOLWMADBTSNXFJVKHCZ,22-October-2021,22-October-2021,1763
LAEOJHDKNUTBFCIMXQWG,452,1410,161,SQPNJDKYXOMBRWZGILCA,1264,34000,MSXZIWRJHNVLQBFYTPAD,0,2177,50000,411,5000,770,OHWQJLYKZFPGEAVMUDRN,22-October-2021,22-October-2021,1786
OYKSQUMXWHNPIABTRDLF,67,1335,149,KFUZTNXDQRSVEHBJLGPI,3126,34000,CNPARWQOBHKUSDYIGXTV,0,4182,50000,587,5000,793,NZCSUQOPTXFDJHYVWRMB,22-October-2021,22-October-2021,1034
YHKVDEXQTFJZWOBPRUIG,210,918,134,LDGTUEFIJMYXPNHZWBCQ,2164,34000,UVDZRGOJFSIHCYBWLTKN,0,4234,50000,793,5000,672,OWTKLPMNJYSQEHZABIFU,22-October-2021,22-October-2021,1448
OGIJLQPBWEDYFHUSAVNT,589,1145,117,BJDRIAWQMUELNVTKPZGC,2598,34000,DZMRPFWOXLSQGBEVYUTN,4,3892,50000,671,5000,3,BSKRQPEVGUXDTYNOZCWL,22-October-2021,22-October-2021,1368
OZAPDURBVHJTKXYSCELQ,879,585,180,VEBITQACFLKOXPSZWUNJ,3451,34000,YFOSPXDEBAIJNMQGULWZ,0,2816,50000,419,5000,801,ECNDJTIZPRGMBHUFWSKY,22-October-2021,22-October-2021,1100
LGEHQRUKTOCNZMBSFDPJ,109,605,134,HFIKQJREDSTBOUMGVYLC,2204,34000,HCJXINSDRVMYTPEBQLKU,1,4262,50000,78,5000,539,KCGPYULJXOEHAWBMDNRZ,22-October-2021,22-October-2021,1672
LRZYECQUHAFVIKOTNBPJ,978,1342,150,BIKRVJMPTSFLCDYZWXNA,1564,34000,YZRFJPEWHKNQGLTUOIMV,4,3545,50000,982,5000,139,HPTGSUWAKLROVJDNMXIQ,22-October-2021,22-October-2021,1396
DNELYMIPTGVQBOJFHRWX,75,1619,108,TFOGZUPIHMRXYVAJSLDC,3900,34000,FPKVYZRMDWTCEXUQINLA,2,4402,50000,405,5000,448,MATXEVIPNGZHYFKQUDJL,22-October-2021,22-October-2021,1473
WACRTQNVZEGYKSILJBPM,982,1978,185,TOHMBDNZPCEJWAVYSQLF,2868,34000,ATYHGNWQFJLRXCKZVMIO,1,2545,50000,121,5000,507,SLWZFYOTGDICNUVXQEJB,22-October-2021,22-October-2021,1388
HMPRUOJVDFLGQNATWCBX,738,1568,147,CRLWBJYKSZPFOIQAUTEX,3858,34000,GZYEOICMJFBLADKXTVSN,2,3640,50000,813,5000,826,VWXJRLNFABCHSKMQTGUO,22-October-2021,22-October-2021,1605
SICNXPMULJHEYTRQGOKD,228,1996,177,ZBPXLQYWFHTDJVGACOUS,2860,34000,FWQZAGHOTYURCEPSJMXB,0,3439,50000,186,5000,622,QZOIUDERTHAFXVGYSCMW,22-October-2021,22-October-2021,1280
LGFZEPWNQKIAUVOSTYBH,252,602,174,OJSRXPYGUHQWEMBZACDK,2014,34000,CJMLPOTNSFBAIDRVHWUZ,4,4819,50000,780,5000,141,LEPXGQRJTKADMVZINFWS,22-October-2021,22-October-2021,1005
HYIWURKLZTNXPOFABVQC,81,1616,169,FZNKVWJSCLQITEUXMRGA,3948,34000,LMHTKIOEWNFVSPRQUABJ,3,3839,50000,106,5000,890,LUIHPNRQZYXBDMATCEKJ,22-October-2021,22-October-2021,1283
INPTRMQZKFAJGLYSUXBV,748,1246,103,SFZTACRQGNIBKLYUOXDJ,2239,34000,FNOVWSABGRTIXZQDKUCM,0,2779,50000,51,5000,691,QKYGRFMDUCEXLOTBHVZA,22-October-2021,22-October-2021,1332
AKGIVPRCSQWOUHFLXJMB,170,909,194,NGAUMXKDJBRYHSOVQCLI,3037,34000,NKPTEYVUWOGDJSBFMIXR,4,2163,50000,462,5000,676,TBNHYXEOAKCUZGLPMQRF,22-October-2021,22-October-2021,1179
GQECSLDMPNJROYFVAIUX,636,941,186,MYDBHXIUZCWQTRNKFOPA,3417,34000,KOLBJDVGCUMYWHAIPSET,1,2556,50000,714,5000,75,BXCPVNRSWOFHKIDGZQAT,22-October-2021,22-October-2021,1261
PRHBFKUECNWGLYOJIMAD,967,997,122,QWNMEPRYKTDJCHVIFBOA,2472,34000,ETVMJCXYFODHNPRQZSGB,2,4496,50000,42,5000,42,DPCEOFIKQGJLHXAUZWVN,22-October-2021,22-October-2021,1795
ASTNJHGOBFDRMWLZCVKU,464,1758,167,XTESAZMRPLWGUNIFVCBJ,1078,34000,PCUAENJMBHFOTXYGWLQZ,3,2616,50000,355,5000,362,EWLFRGVQSUNOAYCJTIZD,22-October-2021,22-October-2021,1897
YIMKFARXSBCHVWTQPDLZ,962,1813,143,SRPCZKVDOHULGBAYTJIN,3706,34000,DOMNXBHVTJCSFEGRKQLI,1,4032,50000,392,5000,819,SFCHKOQRPTDNILAMYGWB,22-October-2021,22-October-2021,1892
XFOWZBRPACUKHGVINJEQ,431,1023,185,PNUIWXADGFRVYSQOBHET,1879,34000,CNLGBSVZFIDUOAEKTPHR,2,2323,50000,184,5000,525,AHPRCIOUYKDGJEMQNBFV,22-October-2021,22-October-2021,1037
ZUMNIVXKAWSTGRDPOEJQ,911,1906,191,FKUESVWXROJYPTCQAHNZ,1010,34000,UPJHNKGVLWOIXSTEZFCA,3,2288,50000,891,5000,76,MFLGSOJTHAIXQZRUCYBN,22-October-2021,22-October-2021,1182
GEXKMWHSCYNIOZRJTPDL,477,1113,130,WLRHJAYZEUDTPQFBOVCN,2650,34000,HYSOLNZUGABKFCTPRVJW,4,3601,50000,517,5000,390,PORFTCBLEMJWIHDAQNVX,22-October-2021,22-October-2021,1506
SHIARCWNLBGMVEPDKYUX,494,1029,145,UVTLXQROIYDJAFNZHECK,3341,34000,WUSPNHGFVBLXEKADCQZJ,0,3006,50000,689,5000,53,ZYAMLUOHETDFVSNQGXPJ,22-October-2021,22-October-2021,1320
IPOYCBHUKFGAZNRJDLXQ,574,1405,114,XAOMBPSNVUFKZHQJGYTE,1698,34000,HAMYFEZUQNITPVKXJGWL,3,4119,50000,259,5000,679,QOFJGZLXPDBKMEUAHSWY,22-October-2021,22-October-2021,1719
HVELITKCFGSRZMAXNJDQ,439,1152,115,BLIFWKEAHROMDGYUJZPQ,1497,34000,CHDGJPRSOKLTVNUFEXBQ,2,2523,50000,889,5000,415,RTAOWYESJBPMXLVHNQKF,22-October-2021,22-October-2021,1724
XPTAIREHLWKNMJBYUCVO,253,641,195,QCDFAVJTPLEMKXZBNSUG,1252,34000,PWGEKRYZTBILSOUJXNQF,0,3131,50000,600,5000,646,SCLDRMFXBYQNZJTEKUIH,22-October-2021,22-October-2021,1603
VMUSAYENBXWCKOTJFZGD,239,848,138,ZGKJNQXHMCDROUYFTVPB,1457,34000,FMTSEJLPRKCWDAYHQIGU,2,2093,50000,43,5000,694,ZFBSPRQYWOLUGIACXNMK,22-October-2021,22-October-2021,1735
TJPXSCANYUZHBGKRQFWV,385,664,160,ZTQRHWJLDGMEPNSKCIAO,3706,34000,GFMRSAUOCQVNEZIWDPBY,4,3734,50000,200,5000,431,WYLNGCVKSJEPZFRXHMBT,22-October-2021,22-October-2021,1234
OADSQVKLHTZGWCRIYBEM,213,594,100,NZTYPALJXCWDSVEUFBRQ,1869,34000,XGPAFYUCVRTWQEBJOLIK,3,2176,50000,40,5000,527,NRCFYJIUVZDHGKEWBTMX,22-October-2021,22-October-2021,1897
FHUMZEGPYONKDISTRXQA,866,996,143,YIQMCXPNHEUJLDGWZATB,1785,34000,CPYJORQABFXETIGDWNMH,1,4825,50000,887,5000,56,HPXYVLUFOGCAQZMRDEBK,22-October-2021,22-October-2021,1827
YKHPASMVGRZUENFITLOC,337,624,148,FQXDAWLBTOEZNJVHYRGU,3288,34000,AYMOBKLCZSVDJWTXEHUN,4,4323,50000,86,5000,639,UYWHKREBVFOADMGNQCXP,22-October-2021,22-October-2021,1078
DENWCXSGBMVYRAJHQTIZ,182,1369,127,XAZWVOSQUTPDYMFNRIHK,2646,34000,YWEAGHNRKOQBDVTIUCZX,1,3736,50000,483,5000,694,NTDEPOFHWCVZYUSXKARL,22-October-2021,22-October-2021,1062
KLRZAIOEQGUNTSYJMCPD,847,1295,163,TVJDQOBMIYZCRAKSUXWF,2484,34000,AROTMVPEZHGBFIYUXQDW,2,4815,50000,143,5000,63,UZQHEMWGFAPTORLCJVIY,22-October-2021,22-October-2021,1290
HONPQXGJAVILEUCSKWMD,845,1528,160,WGJMAOQPUZSXVNIBDLCK,3876,34000,ACTWRILVEDYBMUQHKSZO,0,3983,50000,504,5000,570,MVEYQNACLPFJKXSOWUTZ,22-October-2021,22-October-2021,1768
UBAJNZTXFGPMQSRIDLOE,907,854,127,KWLCPBHRXNIFUYTMSGQV,3379,34000,NGPMQWOBLXIYUKAHTESV,3,4195,50000,82,5000,658,MPAZKENHJTUQLYFWVCXD,22-October-2021,22-October-2021,1895
RSMXWZHJVFPDTYNLBAGC,699,1534,165,OMHDYWSPAGIVXKRLBUQC,3737,34000,GOZHRBNIWYJTSDKQELCA,3,4817,50000,489,5000,773,QPEWXVHMZCAFJDNYLSOK,22-October-2021,22-October-2021,1865
VSZOYNKQIJWFEGLMHCXB,709,1299,132,QUNBIHOVMJFGLSZCDWTY,3451,34000,FMPRAJUWYQSONGBZEITL,3,2233,50000,661,5000,715,DEVHPTCNUXILJFKWAGQZ,22-October-2021,22-October-2021,1074
HYRZLUGBAQJMWSXFEKIT,110,1082,182,KYVUJCTFLQMZHXNWIGPE,1574,34000,HCGQAEOSFWIMKJRYPLTV,2,4806,50000,432,5000,547,YSFZHJTLKVCOBQRGDUEW,22-October-2021,22-October-2021,1798
EBJHXVUKCGTODPRQWIMA,81,1126,133,PYUGDTLJBFKNIRZOVMSC,3006,34000,NYGZQBITMWXKSFRJOACH,1,4179,50000,605,5000,900,OZHQFRYKGSLADMTWIUXP,22-October-2021,22-October-2021,1353
NMJQUSRYGHZPDOCXVIAB,143,1008,117,ADCMGJTQLFIOKUZBXENP,1758,34000,KFGVMUZYPAOLCDEQHBSN,1,3920,50000,231,5000,706,WSDAPYEXGCHBJKVFTULM,22-October-2021,22-October-2021,1324
SBZUMGTVOPQXYNEDHLIC,834,1030,155,LOYAGKXRMVZHTCFSPNQI,1022,34000,EFDALJTOKNGZXUICBWPS,2,3518,50000,558,5000,528,JARKYSFWNPEBICMZDOQX,22-October-2021,22-October-2021,1326
YWBJLNFPUADIZGSQRXEH,878,1788,191,BKOZAJYPFRDIEMSXGNQW,1955,34000,AUIMERCPOYQKDGTSZVHJ,2,3585,50000,577,5000,827,RHBIPOCUSFXEAZGTQVJW,22-October-2021,22-October-2021,1037
RYHEOVZLUJSTGMBPQFDN,226,1816,171,KTIYENUJRHDBVPACFGQM,2975,34000,LQZKRMECFPTWXGADJNYV,2,4614,50000,447,5000,118,NHRPYUJIKADVWFLQSMZE,22-October-2021,22-October-2021,1066
LEQFXACSVIGOZBDPTNMJ,232,1629,193,XJSRMAOIGVPNDEHZBULF,3437,34000,BUEDJGRQTNFSAOVIWHYL,2,2512,50000,325,5000,926,PTYKBSUIZRFCXANLOHGM,22-October-2021,22-October-2021,1749
CUYOLFTXZMDERHNPABGI,840,1313,167,MAUDLZGNBEHWOQVJYIPS,1785,34000,MSBKIFWZVQCTHALPRJDN,1,3190,50000,586,5000,114,FWJQLGHPABKUEIOMXTVC,22-October-2021,22-October-2021,1652
YMPULFERTKZANDSCXQVW,293,603,145,JBSCPFWGMIKQYOUNHVAE,1007,34000,XRPUCAVLQEDIMNJBHKWS,0,2360,50000,730,5000,202,MUHLIZTVQDSJRKBAFWCO,22-October-2021,22-October-2021,1132
WGBPCJAYUMHZDVRIXKSQ,516,1589,134,TVHKILOPARGXSNBMQYWE,1233,34000,RIPOLCJZWFSEAKVQTBGY,0,4898,50000,82,5000,551,NEGWJKUBCQPIOVHRLDMY,22-October-2021,22-October-2021,1774
OUPFLGXQEWCDYBTKIRNZ,312,1983,134,PWUIEDAKSJNCVFGZTRLO,1720,34000,AEKCVWFXPTZMGQNURDSY,0,2437,50000,159,5000,254,RMOLTNQIPHUVWFDBXSGA,22-October-2021,22-October-2021,1664
RIAJVNEWTPMYSBKCGDQZ,174,1974,200,QMOWHACPUZXLGDJFYTKR,2552,34000,TSBJNHLWMRYFUOGZPEDX,1,2916,50000,920,5000,139,KLYPEXJIQUSROHGAFCVN,22-October-2021,22-October-2021,1967
UGENSORYVDTWMJBFCLKH,164,946,178,RPUVOLENMHGYFKDACZXS,1051,34000,BXJFOQKMEWIAUTYLNCPR,1,2713,50000,982,5000,551,DEFVSXBAPYNMHQCKZLUJ,22-October-2021,22-October-2021,1533
FTYXNCBMIWUPDZGSERHV,974,1353,157,ADROWHUQELKVGMYBZNFT,2120,34000,CDYRPMVUWBFLGAOQSHNT,4,4682,50000,161,5000,820,ARUCXMQTJDWHIZBKSGEN,22-October-2021,22-October-2021,1023
NYCRWGMEUVODXFKLIHZT,992,942,158,VERCYNBSZXULMATGFKHW,1299,34000,KAWMXEBGJVOSCZPFHYDI,3,2235,50000,367,5000,111,RYXZHKPDAEGMNFVCWOLI,22-October-2021,22-October-2021,1153
QZCVMGBJLDWNHXIOUPSA,311,862,200,CVZLYTASNDMBJKIOHGQF,3881,34000,NBPOSZMCUKFRGWQAVHXJ,1,4434,50000,331,5000,356,UEJGINAFYWKOTBXHPVQL,22-October-2021,22-October-2021,1620
WZLOYFUAHBSJRCGKETDP,315,871,187,VOHYFBMTCQLJZNXDUPRK,3149,34000,HQPJTXIDFNKLVAZEOWYR,2,2830,50000,62,5000,362,QSEBPTZIOGCYARMXWHNU,22-October-2021,22-October-2021,1265
PXNSEILOGCDVMRKZHTBW,415,907,149,YADRKHMCWSBVQEXUPFLO,1002,34000,WJEPAQXRFZKCHOLBGUMY,4,2911,50000,586,5000,375,DZNOGTEAPJMIKQHYURSV,22-October-2021,22-October-2021,1392
ECTDOFRILUZGVPQXJYSM,595,1007,155,JBEGRPFSDWOXLZCUAQIT,1039,34000,UNZDIYMWCRFSETPGOXAH,2,4656,50000,380,5000,951,WAPVDTSNKYGMEXHFQLIU,22-October-2021,22-October-2021,1972
QMZBTOIFLKGXAYDHCSVE,658,855,153,ZWCGYANPXFQMVDUKSOHI,1001,34000,YPHKFZMQBSIWDXJVGTCR,2,4849,50000,910,5000,630,KJDIABXUQSRFMEONPYHW,22-October-2021,22-October-2021,1104
QJPMOSDFKVNLAGRUBCHT,390,1573,173,WDAGJPCNMIRKUXBZVETS,3639,34000,HUIBJWXRYKQNAOCDLVFM,2,3602,50000,568,5000,918,WHGFKMRTZAPONCXSIVQB,22-October-2021,22-October-2021,1553
XHUJWZKDMSEYIVBFLNTA,217,878,186,THDSXMRIUGWEBVPYQNCF,1007,34000,UGSHYFLDTMXIOQAZCJRK,2,2405,50000,537,5000,40,ZNIXTCQUBLEJSKORDPGW,22-October-2021,22-October-2021,1458
DKAULSCXWQVJGRNEHTOI,973,1510,195,VCAXZBYGSUJLDHPFNIMW,2817,34000,ITJPUVKENSZQFDXLBGCA,4,2039,50000,224,5000,136,WLGEIDOVYMFBAZTKQUSR,22-October-2021,22-October-2021,1577
COTZVBFXWPIDNJHLASQM,706,1339,200,XUCNJAMZWFYEOTPDHKSG,2261,34000,GVJZCEXWSOPIYKATLQNR,3,3666,50000,445,5000,880,JSRWHGUQXZOBIAKVLCFM,22-October-2021,22-October-2021,1153
VELBXSTZYOHIDCNGMPRQ,825,812,123,JCLWORMZUDETKQGYXNAB,3414,34000,JHCPTYQASKVURMNEZIBF,0,4599,50000,253,5000,200,ZAEKITOFNRUJLSMCPGXQ,22-October-2021,22-October-2021,1141
UTDYLFVCRGESZIXAHNMK,167,1903,153,IMZTVXERWBNLUDFQCOKP,3256,34000,JYZTUGKCWBQDMNOVPEHA,4,3810,50000,692,5000,101,AWILTVCBDZSJQOKRUPEN,22-October-2021,22-October-2021,1575
LGWZYPVJFNOSQICDEUHM,59,1616,165,GHXAMEQONILRVPUKZFSY,1905,34000,NCUDAZLJQOSGYRPTWEVI,2,3360,50000,813,5000,723,JSVGHFLCMDZQWRTBIYOP,22-October-2021,22-October-2021,1810
OWXDKAFGHQLMUJCSIVEP,638,1905,152,VNGIFAZJTLKHUWMDSXPC,1300,34000,HNYICOGJVWRPSZBDXLFM,0,2839,50000,85,5000,197,UGEZVFTNDPSBXLJIHOAM,22-October-2021,22-October-2021,1505
UMYOTJDBKRZEACLVPXHI,180,1170,144,SXOPYZMRWEICAHUDFVNK,1696,34000,GMIYNCTWQBOLVFDHKPJR,0,4823,50000,471,5000,648,TXVMPSYWAHKZGDFOQUCL,22-October-2021,22-October-2021,1121
ORUQFVMAHZGPEDCWSTLI,309,521,100,GDMFUXHTKIORZYAPQCWE,1878,34000,XIMBUWQZTFCKEHANYLJS,4,3715,50000,885,5000,743,YHRMSZFPEAIDCNKXOTUQ,22-October-2021,22-October-2021,1205
PJNSCUVAMFGRBOKYLDXW,764,513,123,EIBPXJFDKUWYHNQCVSOR,3093,34000,LONJAHCZTRGDPBVFUSIQ,3,3182,50000,293,5000,464,POIDHJUCWSKVQAYNGMRB,22-October-2021,22-October-2021,1640
WIQOZXKDLANYGVUCERPT,691,739,174,XOJZTBEFQLIHDSUGYNVA,1707,34000,ZNALPOIYRMBKSVWDTJGE,3,3315,50000,762,5000,708,UBFYHXEGADZWRLPVNJIM,22-October-2021,22-October-2021,1978
MRGUJAOYZXHIWTCVDPQK,639,750,101,RSHKTIAFXNMPGWZYBDQC,1078,34000,IDPVWNYCXGSEHLKBRZMJ,3,2916,50000,265,5000,305,OJFIXRKMPTHASGCYEUVN,22-October-2021,22-October-2021,1261
LIDEBCGHZSMWNTAOXKFR,410,1913,107,XDEMCIVPSKBWRYHGJQNL,1861,34000,QOKPSUTARWEHZVCDINYB,2,2711,50000,570,5000,694,TKBMHOEZSXVURICGLPJW,22-October-2021,22-October-2021,1416
ZBEKPNORUSDXHACVFITL,915,1720,116,CXBFSKRPLNJVOZWGDEYH,2828,34000,BEXVSZGYAKNTLWCHMFPR,0,2077,50000,105,5000,69,OBZYGQALUVKHWREJCPSN,22-October-2021,22-October-2021,1051
SIQRYOVMTZNLDAFWXHCP,980,732,152,JXTVRSWLIFHEYKZANQPM,2467,34000,SCNLMXUTFAEIHDYVBZKR,4,2448,50000,927,5000,414,OVGANELZXTRDIMBCJUSP,22-October-2021,22-October-2021,1978
RMDLCKVSHGXIZJQTPFBO,221,1302,153,GTLCRXDVZKJHWIOFMQAY,1961,34000,EQHXVODZYGLCSPNWBRKA,0,2717,50000,730,5000,457,EWTBKSUFQLXGPJRZIMHO,22-October-2021,22-October-2021,1434
